"date_start","date_end","region","sub_region_1","coverage_type","coverage_cum_percent","coverage_cum_individuals"
"2021-05-09","2021-05-15","ON","Peel Public Health","Completed primary series and 1 booster dose",0.000242494786362093,4
"2021-05-09","2021-05-15","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-16","2021-05-22","ON","Peel Public Health","At least one dose",50.8754668024637,839201
"2021-05-16","2021-05-22","ON","Peel Public Health","Completed primary series",2.61918618749697,43204
"2021-05-16","2021-05-22","ON","Peel Public Health","Completed primary series and 1 booster dose",0.000242494786362093,4
"2021-05-16","2021-05-22","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-23","2021-05-29","ON","Peel Public Health","At least one dose",56.9151025752946,938826
"2021-05-23","2021-05-29","ON","Peel Public Health","Completed primary series",3.25518938842815,53695
"2021-05-23","2021-05-29","ON","Peel Public Health","Completed primary series and 1 booster dose",0.000606236965905233,10
"2021-05-23","2021-05-29","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-30","2021-06-05","ON","Peel Public Health","At least one dose",60.162714001649,992396
"2021-05-30","2021-06-05","ON","Peel Public Health","Completed primary series",5.19138901013628,85633
"2021-05-30","2021-06-05","ON","Peel Public Health","Completed primary series and 1 booster dose",0.00115185023521994,19
"2021-05-30","2021-06-05","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-06-06","2021-06-12","ON","Peel Public Health","At least one dose",61.6258062951647,1016530
"2021-06-06","2021-06-12","ON","Peel Public Health","Completed primary series",10.5505237887385,174033
"2021-06-06","2021-06-12","ON","Peel Public Health","Completed primary series and 1 booster dose",0.00145496871817256,24
"2021-06-06","2021-06-12","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-06-13","2021-06-19","ON","Peel Public Health","At least one dose",62.6014840680925,1032624
"2021-06-13","2021-06-19","ON","Peel Public Health","Completed primary series",17.3440758523692,286094
"2021-06-13","2021-06-19","ON","Peel Public Health","Completed primary series and 1 booster dose",0.00169746350453465,28
"2021-06-13","2021-06-19","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-06-20","2021-06-26","ON","Peel Public Health","At least one dose",63.5025340705175,1047487
"2021-06-20","2021-06-26","ON","Peel Public Health","Completed primary series",25.4000557738009,418979
"2021-06-20","2021-06-26","ON","Peel Public Health","Completed primary series and 1 booster dose",0.00200058198748727,33
"2021-06-20","2021-06-26","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-06-27","2021-07-03","ON","Peel Public Health","At least one dose",64.2976744749988,1060603
"2021-06-27","2021-07-03","ON","Peel Public Health","Completed primary series",34.0625151559242,561868
"2021-06-27","2021-07-03","ON","Peel Public Health","Completed primary series and 1 booster dose",0.00272806634657355,45
"2021-06-27","2021-07-03","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-07-04","2021-07-10","ON","Peel Public Health","At least one dose",65.2223070953974,1075855
"2021-07-04","2021-07-10","ON","Peel Public Health","Completed primary series",42.4653838692468,700475
"2021-07-04","2021-07-10","ON","Peel Public Health","Completed primary series and 1 booster dose",0.00351617440225035,58
"2021-07-04","2021-07-10","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-07-11","2021-07-17","ON","Peel Public Health","At least one dose",66.0432731946263,1089397
"2021-07-11","2021-07-17","ON","Peel Public Health","Completed primary series",48.6718560550948,802852
"2021-07-11","2021-07-17","ON","Peel Public Health","Completed primary series and 1 booster dose",0.00472864833406082,78
"2021-07-11","2021-07-17","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-07-18","2021-07-24","ON","Peel Public Health","At least one dose",66.8055555555556,1101971
"2021-07-18","2021-07-24","ON","Peel Public Health","Completed primary series",53.5278141519957,882952
"2021-07-18","2021-07-24","ON","Peel Public Health","Completed primary series and 1 booster dose",0.00594112226587128,98
"2021-07-18","2021-07-24","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-07-25","2021-07-31","ON","Peel Public Health","At least one dose",67.5091541781852,1113577
"2021-07-25","2021-07-31","ON","Peel Public Health","Completed primary series",56.4626679276396,931363
"2021-07-25","2021-07-31","ON","Peel Public Health","Completed primary series and 1 booster dose",0.0070323488045007,116
"2021-07-25","2021-07-31","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-08-01","2021-08-07","ON","Peel Public Health","At least one dose",68.0009336049275,1121689
"2021-08-01","2021-08-07","ON","Peel Public Health","Completed primary series",58.2876230661041,961466
"2021-08-01","2021-08-07","ON","Peel Public Health","Completed primary series and 1 booster dose",0.00860856491585431,142
"2021-08-01","2021-08-07","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-08-08","2021-08-14","ON","Peel Public Health","At least one dose",68.4680998108541,1129395
"2021-08-08","2021-08-14","ON","Peel Public Health","Completed primary series",59.8708109025656,987581
"2021-08-08","2021-08-14","ON","Peel Public Health","Completed primary series and 1 booster dose",0.0101241573306174,167
"2021-08-08","2021-08-14","ON","Peel Public Health","Completed primary series and 2+ booster doses",6.06236965905233e-05,1
"2021-08-15","2021-08-21","ON","Peel Public Health","At least one dose",69.0002546195257,1138173
"2021-08-15","2021-08-21","ON","Peel Public Health","Completed primary series",61.1248726902372,1008267
"2021-08-15","2021-08-21","ON","Peel Public Health","Completed primary series and 1 booster dose",0.0120034919249236,198
"2021-08-15","2021-08-21","ON","Peel Public Health","Completed primary series and 2+ booster doses",6.06236965905233e-05,1
"2021-08-22","2021-08-28","ON","Peel Public Health","At least one dose",69.513797953344,1146644
"2021-08-22","2021-08-28","ON","Peel Public Health","Completed primary series",62.3276468305931,1028107
"2021-08-22","2021-08-28","ON","Peel Public Health","Completed primary series and 1 booster dose",0.0147921819680877,244
"2021-08-22","2021-08-28","ON","Peel Public Health","Completed primary series and 2+ booster doses",6.06236965905233e-05,1
"2021-08-29","2021-09-04","ON","Peel Public Health","At least one dose",70.1314927979049,1156833
"2021-08-29","2021-09-04","ON","Peel Public Health","Completed primary series",63.501564091372,1047471
"2021-08-29","2021-09-04","ON","Peel Public Health","Completed primary series and 1 booster dose",0.0260075658373345,429
"2021-08-29","2021-09-04","ON","Peel Public Health","Completed primary series and 2+ booster doses",6.06236965905233e-05,1
"2021-09-05","2021-09-11","ON","Peel Public Health","At least one dose",70.7006280614967,1166221
"2021-09-05","2021-09-11","ON","Peel Public Health","Completed primary series",64.4825161259033,1063652
"2021-09-05","2021-09-11","ON","Peel Public Health","Completed primary series and 1 booster dose",0.104090887045929,1717
"2021-09-05","2021-09-11","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.000121247393181047,2
"2021-09-12","2021-09-18","ON","Peel Public Health","At least one dose",71.1453634996847,1173557
"2021-09-12","2021-09-18","ON","Peel Public Health","Completed primary series",65.3429482516126,1077845
"2021-09-12","2021-09-18","ON","Peel Public Health","Completed primary series and 1 booster dose",0.164653959939861,2716
"2021-09-12","2021-09-18","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.000121247393181047,2
"2021-09-19","2021-09-25","ON","Peel Public Health","At least one dose",71.7223192201368,1183074
"2021-09-19","2021-09-25","ON","Peel Public Health","Completed primary series",66.571426839323,1098109
"2021-09-19","2021-09-25","ON","Peel Public Health","Completed primary series and 1 booster dose",0.192904602551045,3182
"2021-09-19","2021-09-25","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.000121247393181047,2
"2021-09-26","2021-10-02","ON","Peel Public Health","At least one dose",72.1578398564431,1190258
"2021-09-26","2021-10-02","ON","Peel Public Health","Completed primary series",67.5161865269897,1113693
"2021-09-26","2021-10-02","ON","Peel Public Health","Completed primary series and 1 booster dose",0.223216450846307,3682
"2021-09-26","2021-10-02","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.000121247393181047,2
"2021-10-03","2021-10-09","ON","Peel Public Health","At least one dose",72.5412847373781,1196583
"2021-10-03","2021-10-09","ON","Peel Public Health","Completed primary series",68.3324846015811,1127158
"2021-10-03","2021-10-09","ON","Peel Public Health","Completed primary series and 1 booster dose",0.254740773073379,4202
"2021-10-03","2021-10-09","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.000121247393181047,2
"2021-10-10","2021-10-16","ON","Peel Public Health","At least one dose",72.8525874193705,1201718
"2021-10-10","2021-10-16","ON","Peel Public Health","Completed primary series",69.0050438915563,1138252
"2021-10-10","2021-10-16","ON","Peel Public Health","Completed primary series and 1 booster dose",0.289175032736796,4770
"2021-10-10","2021-10-16","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.000242494786362093,4
"2021-10-17","2021-10-23","ON","Peel Public Health","At least one dose",73.148612929822,1206601
"2021-10-17","2021-10-23","ON","Peel Public Health","Completed primary series",69.6712376933896,1149241
"2021-10-17","2021-10-23","ON","Peel Public Health","Completed primary series and 1 booster dose",0.334582181483098,5519
"2021-10-17","2021-10-23","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.000303118482952617,5
"2021-10-24","2021-10-30","ON","Peel Public Health","At least one dose",73.3794679664387,1210409
"2021-10-24","2021-10-30","ON","Peel Public Health","Completed primary series",70.234371211019,1158530
"2021-10-24","2021-10-30","ON","Peel Public Health","Completed primary series and 1 booster dose",0.388961637324798,6416
"2021-10-24","2021-10-30","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.00036374217954314,6
"2021-10-31","2021-11-06","ON","Peel Public Health","At least one dose",73.5843154372181,1213788
"2021-10-31","2021-11-06","ON","Peel Public Health","Completed primary series",70.6843202871138,1165952
"2021-10-31","2021-11-06","ON","Peel Public Health","Completed primary series and 1 booster dose",0.518817595421698,8558
"2021-10-31","2021-11-06","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.000424365876133663,7
"2021-11-07","2021-11-13","ON","Peel Public Health","At least one dose",73.7751588340851,1216936
"2021-11-07","2021-11-13","ON","Peel Public Health","Completed primary series",71.1196590523304,1173133
"2021-11-07","2021-11-13","ON","Peel Public Health","Completed primary series and 1 booster dose",0.82951404044813,13683
"2021-11-07","2021-11-13","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.000484989572724186,8
"2021-11-14","2021-11-20","ON","Peel Public Health","At least one dose",73.9321135845579,1219525
"2021-11-14","2021-11-20","ON","Peel Public Health","Completed primary series",71.4539381153305,1178647
"2021-11-14","2021-11-20","ON","Peel Public Health","Completed primary series and 1 booster dose",1.34590668800621,22201
"2021-11-14","2021-11-20","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.000606236965905233,10
"2021-11-21","2021-11-27","ON","Peel Public Health","At least one dose",74.2212886172947,1224295
"2021-11-21","2021-11-27","ON","Peel Public Health","Completed primary series",71.7505092390514,1183539
"2021-11-21","2021-11-27","ON","Peel Public Health","Completed primary series and 1 booster dose",2.14413890101363,35368
"2021-11-21","2021-11-27","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.00072748435908628,12
"2021-11-28","2021-12-04","ON","Peel Public Health","At least one dose",74.9249478636209,1235902
"2021-11-28","2021-12-04","ON","Peel Public Health","Completed primary series",71.9867597846646,1187436
"2021-11-28","2021-12-04","ON","Peel Public Health","Completed primary series and 1 booster dose",3.121817255929,51495
"2021-11-28","2021-12-04","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.00072748435908628,12
"2021-12-05","2021-12-11","ON","Peel Public Health","At least one dose",75.5962946796644,1246976
"2021-12-05","2021-12-11","ON","Peel Public Health","Completed primary series",72.1982152383724,1190924
"2021-12-05","2021-12-11","ON","Peel Public Health","Completed primary series and 1 booster dose",4.30979921431689,71091
"2021-12-05","2021-12-11","ON","Peel Public Health","Completed primary series and 2+ booster doses",0.000788108055676803,13
"2021-12-12","2021-12-18","ON","Peel Public Health","At least one dose",76.1776759299675,1256566
"2021-12-12","2021-12-18","ON","Peel Public Health","Completed primary series",72.3740845821815,1193825
